Nº emplazamiento,Ciudad,Dirección emplazamiento,Nombre Marketing,Foto del emplazamiento,Media (mes),Production (pro BlowUP),Precio total (mes),Precio total (14 Days),Protocolo (mes),Medidas (An x Al / m),,Medidas (m2),BU Person,Montaje,Desmontaje,Estado,Características,GTKC,GEO Ancho,GEO longitud
053641,Madrid,Calle alcalá 153,Alcalá 153,,140000,15294.11,155294.11,120294.11,11383,31.95,18,575.1,"Carranza, Laura",09/17/2018,03/16/2019,Inactivo,"- Situada en una de las calles más apreciadas de Madrid, conocida por su alta actividad comercial. Elevado volumen de tráfico que garantiza una visibilidad perfecta y prolongada del emplazamiento. Frente a El Corte Inglés y a solo un minuto caminando de la estación de metro de Goya, los alrededores del emplazamiento presentan un alto tráfico peatonal. En el entorno  de la ubicación se encuentran varias marcas conocidas como Intimissimi, Springfield, Bijou Brigitte, Lush y BodyBll. Frente a la megastore del centro Media Markt más popular de Madrid.
- ",35000,402531.000000,34029.920000
048221,Madrid,,Avenida de América 51 - Entrada Aeropuerto,,895769,53846,949615,725672.75,0,10,8,80,"Arrogante, Juanjo Martinez",09/01/2014,08/31/2019,Inactivo,- .,0,0.000000,0.000000
054051,Madrid,Calle Alcalá 35,Calle Alcalá 35,,105000,9530,114530,88280,7140,20,16.5,330,"Carranza, Laura",12/03/2018,04/30/2019,Inactivo,"- Emplazamiento situado en el centro de la Capital, rodeada de edificios históricos como el Círculo de Bellas Artes. Esta zona es de enorme atracción turística al encontrase en ella el Banco de España o el instituto Cervantes, así como Teatros y dos de los museos más conocidos internacionalmente, como el Museo del Prado y Museo Thyssen. Atrae a público de todas las edades, por sus bares, lo que la convierte en calle muy bulliciosa a cualquier hora del día. Muy visible tanto para el tráfico rodado como el peatonal ya que es obligado paso para los vehículos que vienen de fuera de la ciudad para trabajar en el centro y visible desde la famosa Fuente de Cibeles, donde forofos del fútbol sueñan con hacerse una foto, teniendo este emplazamiento como fondo de su instantánea",56712,402505.000000,34153.000000
053661,Madrid,Calle Cruz 20,Calle Cruz 20,,55000,5647.05,60647.05,46897.05,2188,15,11,165,"Carranza, Laura",08/01/2018,11/30/2018,Inactivo,"- “Estratégicamente situada entre la Puerta del Sol, la Plaza de Santa Ana y la Plaza de Jacinto Benavente, con alta actividad comercial y gran tráfico peatonal. Zona de ocio diurno y nocturno. A solo 3 y 5 minutos caminando de la estación de metro de Sol y Tirso de Molina, respectivamente. En el entorno de la ubicación se encuentra una diversa oferta de restauración, así como bares de copas y alojamientos.”",4665,0.000000,0.000000
052851,Madrid,Calle Fuencarral 5,Calle Fuencarral 5,,30000,7294.12,37294.12,29794.12,4896,15,16,240,"Carranza, Laura",01/01/2017,03/31/2018,Inactivo,"- En la comercial calle de Fuencarral, lugar de excelencia para la gente joven de la capital debido a la gran cantidad de bares y lugares de moda.
- Perfecta visibilidad durante largo espacio de tiempo al tratarse de una calle peatonal. Alto tránsito peatonal, a escasos metros de la salida de metro de Gran Vía. En la calle y junto al emplazamiento se encuentran tiendas de las marcas más conocidas como Michael Kors, Diesel, Levi’s, El Ganso, Foot Locker ,L’Occitane Calzedonia, Tezenis y a tan solo 5 minutos andando del centro comercial de la Calle.
- ",0,0.000000,0.000000
053691,Madrid,Fuencarral 77,Fuencarral 77,,55000,9411.76,64411.76,50661.76,3960,9.85,16.9,166.465,"Carranza, Laura",07/24/2018,05/31/2019,Inactivo,"- Emplazamiento situado en una de las calles más comerciales de Madrid. Visible por ser paso hacia la zona peatonal donde jóvenes muy dispares se reúnen para tomar algo o comprar en su tienda favorita como Mango, Subdued, Brownie, locales de ropa vintage o sitios donde hacerse un tatuaje.  En el corazón del famoso barrio de Chueca, lo convierte en una zona muy concurrida con una vibrante vida nocturna que atrae a una multitud joven y socialmente diversa de todos los géneros, ya que los bares y discotecas más cool de la ciudad se encuentran en la Plaza Barceló, o en el conocido barrio de Malasaña.",49800,40.425326,-3.700934
052921,Madrid,Fuencarral 89,Fuencarral 89,,50000,3529.41,53529.41,41029.41,1354,9,13,117,"Carranza, Laura",04/01/2018,07/31/2018,Inactivo,"- En el corazón del barrio de Chueca, junto a la Plaza de Barceló.  Gran afluencia de peatones, goza de buena visibilidad desde la plaza y calle Fuencarral. Frente a la salida de metro Tribunal y las paradas de autobús. Zona de moda en Madrid, tanto por su oferta de ocio y restauración, como por la oferta comercial. Todas las marcas importantes están presentes en la calle Fuencarral. A escasos metros del nuevo mercado gourmet de San Antón. Zona de ambiente juvenil durante los fines de semana. Zona animada tanto de día como de noche gracias a la variedad de bares y discotecas en la plaza. ",0,40.426363,-3.701485
051781,Madrid,,Gran Via 1,,250000,18823,268823,217500,13709,42,16,672,"Carranza, Laura",12/01/2017,07/31/2018,Perdido (otra razon),"- Emblemático emplazamiento en el número uno de La Gran Vía madrileña. 
- Visible frontalmente desde la calle Alcalá en subida dirección Plaza Callao. Más de 2.700.000  vehículos mensuales. 
- Tres carriles en cada sentido e importantes y continuas retenciones, que garantizan el contacto y visibilidad prolongada de la lona.  Alto tránsito peatonal. 
- Zona de oficinas e instituciones públicas, además de hoteles.  Junto al conocido edificio Metrópoli, Banco España, Cibeles.
- 
- ",93815,40.419233,-3.698198
052101,Madrid,,Gran Vía 16,,200000,18235.29,218235.29,168235.29,13219,43.75,18,787.5,"Carranza, Laura",09/01/2017,07/15/2018,Inactivo,"- Emplazamiento icónico ubicado en el número 16 de la famosa Gran Vía.
- Frontal al tráfico viniendo de Plaza Callao de camino a Plaza Cibeles. Frontal a la calle Virgen de los Peligros
- Alta densidad de tráfico tanto peatonal como rodado. 2.700.000 contactos mensuales
- El emplazamiento es visible desde los 3 carriles de tráfico de la Gran Via en ambas direcciones y también desde Virgen de los Peligros. La visibilidad está garantizada debido a su largo recorrido visual y a los númerosos atascos de la zona sobretodo en horas punta
- En los alrededores podemos encontrar numerosas oficinas, instituciones públicas y hoteles. El emplazamiento está muy cercano a Montera, Fuencarral, el edificio Metrópolis, el Banco de España y Cibeles
- ",75000,40.419829,-3.699513
052601,Madrid,,Gran Vía 63,,105000,14588.23,119588.23,82750,11610,20.4,27.9,569.16,"Carranza, Laura",04/01/2018,12/31/2018,Inactivo,"- Espectacular emplazamiento ubicado en la famosa Gran Vía de Madrid, entre Plaza Callao y Plaza España. Perfectamente visible por los 3 carriles de tráfico,  en ambos sentidos, de esta calle. Goza de una visibilidad prolongada gracias a las continuas retenciones de tráfico de la zona. Alto volúmenes de tráfico rodado y peatonal dada su cercanía a la parada de metro y a las numerosas paradas de autobuses de los alrededores. Más de 1.700.000 contactos / mes. Los centros comerciales y las tiendas más importantes de la ciudad se ubican en los alrededores del emplazamiento. Gran Vía también es famosa por sus cines y teatros, donde se celebran numerosos eventos musicales internacionales de forma regular.",0,40.422492,-3.709809
052611,Madrid,Plaza Lavapies 4,Plaza Lavapies 4,,50000,4705.88,54705.88,42205.88,1346,11,12,132,"Carranza, Laura",12/01/2017,06/12/2018,Inactivo,"- Lavapiés es uno de los barrios más castizos y multiculturales de Madrid. Sus calles empinadas, estrechas y de trama irregular conservan su origen Medieval, dándole un encanto especial. Crisol de culturas y tradiciones, ofrece un ambiente bohemio y la población más cosmopolita de la capital Punto de encuentro de turistas nacionales e internacionales para tapear e ir de copas por sus innumerables ofertas de ocio. Lo más característico de este barrio, es EL RASTRO. Es el mercadillo más castizo y más grande de Madrid. Cada domingo, decenas de miles de personas acuden a dicho mercadillo.",0,40.408850,-3.700891
051201,Madrid,,Plaza Tirso de Molina,,90000,22941.18,112941.18,90441.18,6165,51.7,14,723.8,"Carranza, Laura",06/01/2017,02/02/2018,Inactivo,"- Ubicada entre Distrito Centro y Barrio de Lavapies, el cual es uno de los barrios más castizos y multiculturales de Madrid. Actualmente se encuentra remodelada y prácticamente peatonalizada. Se ha convertido en un mercado permanente de flores muy original, compuesto por ocho cubos de metal y madera de diseño moderno. Ambiente cultural, Teatro Nuevo apolo, Cines, los museos más importantes de Madrid (EL Prado, Sofía y Museo Thyssen) se encuentran muy cerca desde esta plaza, se puede ir andando a visitarlos. Crisol de culturas y tradiciones, ofrece un ambiente bohemio y la población más cosmopolita de la capital. Sus terrazas se han convertido en punto de encuentro de turistas locales y visitantes donde tapear e ir de copas por sus innumerables ofertas de ocio. Es una Plaza que está abarrotada de terrazas y llenas de gente durante la mayor parte del día. Muy próximo al Mercadillo de EL RASTRO. Es el mercadillo más castizo y más grande de Madrid. Cada domingo, decenas de miles de personas acuden a dicho mercadillo. Pegada también a la Puerta del Sol, Gran Vía, Alcalá.",15238,40.412616,-3.704937
050771,Madrid,,Preciados 9,,120000,14117.65,134117.65,104117.65,9140,32,14,448,"Carranza, Laura",07/01/2017,03/31/2018,Inactivo,"- En la conocida y emblemática calle Preciados, entre plaza de Callao y Puerta del Sol. Perfecta visibilidad, a escasos metros de la salida del metro SOL. Es la calle con mayor transito peatonal de España, lugar de reunión de madrileños y visita obligada para todos los turistas que visitan la capital. Calle comercial por excelencia de la capital. Junto a la salida del centro comercial más importante y rodeado de las tiendas de moda y complementos más conocidas.  A escasos metros de la sede de la Presidencia de la Comunidad de Madrid. ",0,40.418247,-3.704921
054151,Madrid,Santa Engracia 19-21,Santa Engracia 19-21,,105000,15000,120000,93750,7160,30,18,540,"Carranza, Laura",12/01/2018,01/31/2019,Inactivo,"- Combinación de dos fachadas en la Calle Santa Engracia. A 200 m de Alonso Martínez, a 250 m de Plaza de Chamberí. Alto volumen de tráfico peatonal y vehicular. Zona de negocios y oficinas, además de institucional, Secretaría del Estado de Función Pública. Junto al instituto, frente a la comisaría, frente a la iglesia / convento de las salesas.En los alrededores se encuentran hoteles como el NH Madrid, Hotel Sardinero, a 400 m de AC Santo Mauro. Junto al Colegio de Farmacéuticos. Zona de ocio Alonso Martínez. Zona residencial de alto poder adquisitivo.",0,0.000000,0.000000
029881,Madrid,,Serrano 29,,26026,0,26026,26026,0,16,6,96,"Raabe, Tim",01/01/2006,12/31/2025,Público nivel interno,- asdf,0,0.000000,0.000000
052341,Madrid,Calle Velázquez 7,Velázquez 7,,90000,10000,100000,77500,6569,25,14.6,365,"Sánchez Lema, Roberto",11/01/2017,02/28/2018,Inactivo,"- En la conocida y emblemática calle Velázquez, junto a la confluencia con la calle Alcalá. Perfecta y garantizada visibilidad para el tráfico rodado debido a los atascos continuos y los semáforos, frente a la parada de diversas líneas de bus. Aproximadamente 35.000 vehículos diarios según fuente del Ayuntamiento de Madrid. En el barrio Salamanca donde se concentran las tiendas y firmas más importantes de moda, frente al hotel de 5* Wellington y la famosa discoteca Gabanna.  A escasos metros de la Puerta de Alcalá y al famoso Parque de El Retiro.
- 
- ",35000,40.421730,-3.684600
027141,Sevilla,,Avda. Menendez Pelayo - Puerta de la Carne,,1,0,1,1,0,10,10,100,"Raabe, Tim",10/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
019831,Sevilla,,Dummy site 4,,1,0,1,1,0,10,10,100,"Raabe, Tim",03/01/2004,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
023171,Sevilla,,Kansas,,70700,4300,75000,57325,0,10,10,100,"Raabe, Tim",02/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
