Nº emplazamiento,Ciudad,Dirección emplazamiento,Nombre Marketing,Foto del emplazamiento,Media (mes),Production (pro BlowUP),Precio total (mes),Precio total (14 Days),Protocolo (mes),Medidas (An x Al / m),,Medidas (m2),BU Person,Montaje,Desmontaje,Estado,Características,GTKC,GEO Ancho,GEO longitud
049311,Madrid,,Alfonso XII 17/Atocha,,85000,20588.24,105588.24,84338.24,8100,41.5,20,830,"Arrogante, Juanjo Martinez",12/15/2015,02/29/2016,Inactivo,"- En la conocida calle Alfonso XII, via de acceso directo a la Estación de Atocha Perfecta y garantizada visibilidad desde más de 200 metros de distancia. Frontal al tráfico rodado debido a los atascos continuos y los semáforos.  Aproximadamente 80.000 vehículos diarios según fuente del Ayuntamiento de Madrid. Goza también de tráfico peatonal dada su cercania al Parque del Retiro y al Real Jardin Botánicos, ambos muy visitados tanto por locales como por turistas ",80000,0.000000,0.000000
048251,Madrid,,Avenida América 16/Entrada Madrid,,100000,17058.82,117058.82,92058.82,4500,30,20,600,"Arrogante, Juanjo Martinez",02/15/2015,03/31/2016,Inactivo,"- En la conocida y concurrida Avenida de América de Madrid.  Goza de una perfecta visibilidad para todos los vehículos que entren a la capital desde el aeropuerto y M30.  Garantizada visibilidad durante largo tiempo debido a los continuos atascos. Alto transito de vehículos, cuenta con uno de los datos más altos de afluencia de vehículos de Madrid. También cuenta con un alto tránsito peatonal dada su situación frente al intercambiador de Avda. América, uno de los más importantes de Madrid. Frente al edificio de UGT e intercambiador de transportes. Principal entrada a la capital desde el aeropuerto de Madrid. ",60000,0.000000,0.000000
048221,Madrid,,Avenida de América 51 - Entrada Aeropuerto,,895769,53846,949615,725672.75,0,10,8,80,"Arrogante, Juanjo Martinez",09/01/2014,08/31/2019,Inactivo,- .,0,0.000000,0.000000
048261,Madrid,,Calle Segovia 16,,50000,11176.47,61176.47,48676.47,2400,40,8,320,"Arrogante, Juanjo Martinez",07/01/2015,12/31/2015,Inactivo,- x,0,0.000000,0.000000
046891,Madrid,,Glorieta Cuatro Caminos/Reina Victoria 3,,45000,5000,50000,38750,1365,13,14,182,"Arrogante, Juanjo Martinez",11/01/2014,02/28/2015,Inactivo,"- En la conocida y transitada Glorieta de Cuatro Caminos, esquina con la Avenida de Reina Victoria. Completamente frontal al tráfico proveniente de la calle Bravo Murillo y con perfecta visibilidad desde toda la plaza, junto a la salida principal del Metro y frente a numerosas paradas de bus. Alto transito rodado, cuenta con más de 750.000 impactos mensuales y peatonal dada la gran cantidad de tiendas de los alrededores Gran cantidad de tiendas, bancos, restaurantes que dotan al espacio de una audiencia por encima de la media y complementan el impacto del tráfico rodado, los semáforos garantizan una larga visión del anuncio.  En la zona de influencia de ciudad universitaria y Raimundo Fernández Villaverde.",65000,40.446723,-3.704463
038011,Madrid,,Gran Vía 47/Plaza de Callao,,115000,11000,126000,95073.52,0,20,25,500,"Arrogante, Juanjo Martinez",10/01/2015,03/31/2016,Inactivo,"- En la conocida Gran Vía madrileña y a escasos metros de la plaza del Callao.  Totalmente visible en ambas direcciones de tráfico. 3 carriles en cada sentido e importantes y continuas retenciones.  Alto transito peatonal, gran cantidad de tráfico rodado: Casi 3.000.000 de vehículos mensulaes.  Rodeado de los centros comerciales más importantes de la capital y de las tiendas de moda y complementos más conocidas.  En la misma calle se encuentran cines y los más conocidos teatros de la capital donde se representan los musicales de mayor éxito ",100000,40.421050,-3.707466
047521,Madrid,,Gran Vía 56,,120000,15294.12,135294.12,102941.18,8063,31,17,527,"Arrogante, Juanjo Martinez",05/01/2015,08/31/2015,Inactivo,"- En la esquina de la conocida Gran Vía madrileña y la calle San Bernardo y cerca de la plaza de Callao. Perfecta visibilidad al tráfico proveniente de Plaza España y dirección Callao, Cibeles. 3 carriles en cada sentido e importantes y continuas retenciones.  Alto transito peatonal, a escasos metros de la salida de metro de Callao, parada de varias líneas de autobuses y gran cantidad de tráfico rodado: Más de 2.000.000 de vehículos mensuales.  Todo tipo de tiendas de moda y complementos más conocidas en las cercanías. En la misma calle se encuentran cines y los más conocidos teatros de la capital donde se representan los musicales de mayor éxito. ",68000,40.421556,-3.707618
048601,Madrid,Humilladero 2,Humilladero - La Latina,,70000,10000,80000,62500,1500,26,13,338,"Arrogante, Juanjo Martinez",09/01/2015,11/30/2015,Inactivo,"- En el corazón de La Latina, conocida y emblemática zona de tapeo y diversión de ciudad. A escasos metros de la salida del metro La Latina. Lugar de reunión de madrileños y paso obligado para todos los turistas que visitan la capital. Gran cantidad de tráfico peatonal. 18.000 vehículos diarios según datos del Ayuntamiento de Madrid. Zona de mucho ambiente juvenil durante todos los días y, en especial, los fines de semana de verano. Rodeado de bares y terrazas. Junto a la plaza de San Andrés y la Plaza de Los Carros. En la desembocadura de Cava Baja y Cava Alta.  En el entorno histórico y arquitectónico del Palacio Real, Catedral de la Almudena y San francisco El Grande.",18000,0.000000,0.000000
048461,Madrid,,M30/Avenida de América,,80000,15294.12,95294.12,147794.12,0,25.8,22,567.6,"Arrogante, Juanjo Martinez",09/01/2015,01/31/2016,Inactivo,"- Impresionante lona en la vía de circunvalación M30. Entre Avenida de América y Ventas. Perfecta visibilidad al tráfico en ambas direcciones. Seis carriles en cada sentido e importantes y continuas retenciones lo que garantiza la perfecta visión de la lona. Gran cantidad de tráfico rodado.  La M30 es la vía más transitada de Madrid, es la lona con más contactos diarios de España con más de 300.000 de vehículos al día.  Zona con gran cantidad de empresas y sedes institucionales. Junto al edificio de la nueva sede de Iberia y el Ministerio de Economía. ",300000,40.442316,-3.658155
033551,Madrid,,Paseo de la Castellana 113,,111750,17600,129350,101412.5,0,24,24,576,"Arrogante, Juanjo Martinez",09/15/2015,04/30/2016,Inactivo,"- Situado en el Paseo de la Castellana, entre las plazas de Lima y Cuzco. Una de las arterias principales de la ciudad lo que le hace tener un alto volumen de tráfico, más de 70.000 vehículos pasa diariamente por el emplazamiento. Además los semáforos y continuas retenciones garantizan la perfecta visibilidad del espacio.  Alto tránsito peatonal, a escasos metros de la salida de metro de Cuzco, parada de varias líneas de autobuses frente al edificio. Zona de alto poder adquisitivo. Multitud de oficinas y edificios gubernamentales en las cercanías. Los Ministerios de Hacienda e Industria están justo enfrente y el de Defensa a escasos 50 metros. Gran cantidad de Hoteles y Restaurantes de alto nivel en las cercanías. A escasos metros del conocido Estadio Santiago Bernabéu y el Palacio de Congresos de Madrid.",70000,41.456628,-3.690988
047821,Madrid,Calle Génova,Plaza Alonso Martínez 7,,150000,16470.59,166470.59,128970.59,8325,35.1,16,561.6,"Arrogante, Juanjo Martinez",10/01/2015,01/31/2016,Inactivo,"- En la conocida y emblemática plaza de Alonso Martínez.  Perfecta visibilidad desde toda la plaza y Frontal al tráfico con dirección Paseo de la Castellana y Ruben Dario.  Alto transito rodado, más de 80.000 vehículos diarios, y peatonal. Junto a una parada de Metro (Alonso Martínez) y numerosas paradas de bus. Visiblidad prologanda debido a los atascos y semáforos.  En la zona de bulevares. Lugar de reunión o zona de ocio nocturna en Madrid.   A escasos metros de la Plaza de Colón y el nuevo y trendy barrio de Tribal.  ",80000,40.427581,-3.695143
046201,Madrid,,Plaza Alonso Martínez/Almagro 2,,160000,22352,182352,142352,11395,38.1,19.5,742.95,"Arrogante, Juanjo Martinez",11/01/2014,07/15/2015,Inactivo,"- En la conocida y emblemática plaza de Alonso Martínez.  Perfecta visibilidad desde toda la plaza y Frontal al tráfico con dirección Paseo de la Castellana y Ruben Dario.  Alto transito rodado, más de 80.000 vehículos diarios, y peatonal. Junto a una parada de Metro (Alonso Martínez) y numerosas paradas de bus. Visiblidad prologanda debido a los atascos y semáforos.  En la zona de bulevares. Lugar de reunión o zona de ocio nocturna en Madrid.   A escasos metros de la Plaza de Colón y el nuevo y trendy barrio de Tribal.  ",80000,40.428000,-3.695075
048101,Madrid,,Plaza de Chueca 9,,60000,5882.36,65882.36,50882.36,1000,12.5,15,187.5,"Arrogante, Juanjo Martinez",06/01/2015,09/30/2015,Inactivo,"- En la emblemática Plaza de Chueca de Madrid, epicentro del barrio conocido por el mismo nombre.  Situado junto a la salida del Metro, goza de una perfecta visibilidad desde cualquier punto de la plaza. Es por ello que  las numerosas terrazas instaladas garantizan la visión prolongada de la lona.   Alto tránsito peatonal y lugar de reunión de madrileños y visitantes de todo el mundo. El barrio de Chueca es conocido por ser el centro neurálgico del colectivo Gay en Madrid, además de por el gran número de comercios donde se pueden encontrar  las últimas tendencias de la moda del momento.   En pleno barrio Triball y conocido como  El SoHo Madrileño, con multitud de cafés y tiendas y a  escasos metros del recién renovado Mercado de San Antón y de la calle Fuencarral.",0,0.000000,0.000000
031531,Madrid,,Plaza de la República Dominicana 7,,88235,22353,110588,88529.25,0,37.7,19,716.3,,12/01/2006,02/28/2015,Inactivo,"- En la conocida plaza de la República Dominica y en la esquina de la calle Príncipe de Vergara.  Completamente frontal al tráfico procedente de la zona norte de la capital y el paseo de la Castellana, 6 carriles.  Una de las plazas con mayor volumen de tráfico peatonal y rodado, casi 3.500.000 de vehículos mensuales.  Importante zona de negocios de la capital con gran número de bancos y empresas de reconocido prestigio en las inmediaciones.  Ubicado en una de las entradas con mayor tráfico a la capital y en concreto al acceso del Barrio de Salamanca y la zona financiera de Castellana.",109500,0.000000,0.000000
047391,Madrid,calle Atocha 18,Plaza Jacinto Benavente - Teatro Calderón,,80000,27058.82,107058.82,87058.82,8900,65,13.7,890.5,"Arrogante, Juanjo Martinez",12/15/2014,12/31/2015,Inactivo,"- Localizado en la famosa plaza de Jacinto Benavente y más concretamente en el emblemático e histórico edificio del Teatro Calderón.  Domina toda la plaza, con una perfecta visibilidad desde cualquier punto de la misma dadas sus grandes dimensiones.  32.000 vehículos diarios según fuentes del Ayuntamiento. Frente a paradas de autobuses y muy cerca de la parada del metro. Rodeado de tiendas como Zara, Mango, Pull and Bear, Vodafone, Orange, Movistar… A escasos metros de los cines Ideal., referente en la ciudad para películas en versión original. Localizado en una de las zonas más de moda de la capital. A escasos metros de la famosa Puerta del Sol y Plaza Mayor. Lugar de reunión para madrileños y paso obligado para los turistas que visitan la ciudad.  Desde mediados de noviembre y hasta pasado el periodo navideño en la misma plaza se situa el tradicional mercadillo navideño.",35000,40.414082,-3.703493
048821,Madrid,,Plaza Santa Cruz 6,,70000,7882.35,77882.35,60382.35,1500,16,16,256,"Arrogante, Juanjo Martinez",11/01/2015,12/31/2015,Inactivo,"- En la céntrica y transitada Plaza de Santa Cruz Madrid.  Frente al Ministerio de Asunto Exteriores. Situado junto a la Plaza Mayor, goza de una perfecta visibilidad desde cualquier punto de la plaza. Es por ello que  las numerosas terrazas instaladas garantizan la visión prolongada de la lona. Alto tránsito peatonal y lugar de paso y reunión de madrileños y visitantes de todo el mundo. Zona famosa de tapeo para los madrileños. En verano llena de terrazas y en invierno acoge uno de los mercadillos navideños del ayuntamiento. En pleno centro del barrio de los Austrias. En el entorno se encuentran alguno de los monumentos emblemáticos de la ciudad. Plaza Mayor, Puerta del Sol, Barrio de los Austrias. Rodeado de bares,  restaurantes, hoteles y tiendas. ",0,0.000000,0.000000
049021,Madrid,,Príncipe de Vergara 99/María de Molina,,90000,24705.88,114705.88,92205.88,13770,25,16,400,"Arrogante, Juanjo Martinez",12/15/2015,03/18/2016,Inactivo,"- Excepcional emplazamiento ubicado en la confluencia de dos de las principales arterias de trafico de  Madrid, Maria de Molina con Principe de Vergara El emplazamiento goza de una fantistica visibilidad totalmente frontal al tráfico en ambas calles Altísimo tráfico rodado: Más de 68.000   vehículos mensuales pasan por la zona. Muy cercano al intercambiador de Avenida América y con numerosas paradas de metro y autobús en las cercanias. Visible a más de 300 m gracias a los semaforos y a los numerosos atascos en horas punta Ubicado en una de las principales zonas de entrada de la ciudad viniendo del  Aeropuerto  por la A2 y la M30. Este también es uno de los accesos al jujoso barrio de Salamanca. En las cercanias podemos encontrar numerosas tiendas de moda y  centros comerciales. También en los alrededores podemos encontrar muchas oficinas, bancos y hoteles. El emplazamiento está ubicaco a escasos metros , del Instituto de Empresa, el intercambiador de Avenida América, la SEPI y numerosos bares y restaurantes. ",68000,40.437278,-3.679331
042801,Madrid,,Puerta del Sol 4,,130000,5882.35,135882.35,118882.35,3519,13.5,16,216,"Arrogante, Juanjo Martinez",04/01/2014,03/31/2015,Inactivo,"- En la conocida y emblemática Puerta del Sol madrileña. Perfecta visibilidad desde toda la plaza y junto a la salida principal del intercambiador de transporte Metro/RENFE. Alto transito peatonal, lugar de reunión de madrileños y visita obligada para todos los turistas que visitan la capital. Rodeado de los centros comerciales más importantes de la capital y de las tiendas de moda y complementos más conocidas.  A escasos metros de la sede de la Presidencia de la Comunidad de Madrid y de la nueva tienda de Apple en la ciudad. ",0,40.416582,-3.702655
029881,Madrid,,Serrano 29,,84000,0,84000,42000,0,16,6,96,"Raabe, Tim",01/01/2006,12/31/2025,Público nivel interno,- asdf,0,0.000000,0.000000
049031,Madrid,,Serrano 40,,95000,10000,105000,81250,2346,28.6,15,429,"Arrogante, Juanjo Martinez",12/15/2015,04/30/2016,Inactivo,"- Ubicada en la calle Serrano. Buena visibilidad desde los 4 carriles e importantes y continuas retenciones.  Alto transito peatonal, cerca de El Corte Inglés y la calle Goya. Parada de varias líneas de autobuses junto al emplazamiento y gran cantidad de tráfico rodado: Más de 1.200.000 de vehículos mensuales.  Zona altamente comercial donde se concentran numerosas tiendas de moda y complementos de las marcas más conocidas. Zona de alto poder adquisitivo. ",40000,40.426078,-3.687516
047311,Madrid,,Velázquez 7,,65000,10000,75000,58750,5355,25,14,350,"Arrogante, Juanjo Martinez",11/01/2014,04/30/2015,Inactivo,"- En la conocida y emblemática calle Velázquez, junto a la confluencia con la calle Alcalá. Perfecta y garantizada visibilidad para el tráfico rodado debido a los atascos continuos y los semáforos, frente a la parada de diversas líneas de bus. Aproximadamente 35.000 vehículos diarios según fuente del Ayuntamiento de Madrid. En el barrio Salamanca donde se concentran las tiendas y firmas más importantes de moda, frente al hotel de 5* Wellington y la famosa discoteca Gabanna.  A escasos metros de la Puerta de Alcalá y al famoso Parque de El Retiro.",35000,0.000000,0.000000
027141,Sevilla,,Avda. Menendez Pelayo - Puerta de la Carne,,82000,0,82000,82000,0,10,10,100,"Raabe, Tim",10/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
019831,Sevilla,,Dummy site 4,,0,0,0,0,0,10,10,100,"Raabe, Tim",03/01/2004,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
023171,Sevilla,,Kansas,,70700,4300,75000,57325,0,10,10,100,"Raabe, Tim",02/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
