Nº emplazamiento,Ciudad,Dirección emplazamiento,Nombre Marketing,Foto del emplazamiento,Media (mes),Production (pro BlowUP),Precio total (mes),Precio total (14 Days),Protocolo (mes),Medidas (An x Al / m),,Medidas (m2),BU Person,Montaje,Desmontaje,Estado,Características,GTKC,GEO Ancho,GEO longitud
050721,Barcelona,Mallorca 277,Road to Shop @PºGracia,,110000,20000,130000,102500,11272,35.3,19,670.7,"Ramon, Silvia",09/01/2018,02/28/2019,Inactivo,"- Excepcional emplazamiento ubicado en la confluencia de las calles Mallorca y Pau Claris, a escasos 50 metros del Pº de Gracia Zona de alto poder adquisitivo, financiera y de negocios, donde podemos encontrar infinidad de oficinas de todo tipo de negocios. Frontal al tráfico por los vehículos que circulan por la calle Mallorca en dirección a  la Estación de Sants, el Hospital Clinico y a la zona del Llobregat. Zona de abundantes atascos de tráfico en hora punta. En la zona podemos encontrar una gran oferta de restauración de alto nivel y numerosos hoteles dada su cercania al Pº de Gracia Dentro del triángulo de oro, Pau Claris es paralela al exclusivo Pº de Gracia, con lo que goza de algunos de los privilegios de ésta, es una ubicación preferente para establecer negocios y para alojamientos turísticos. ",35100,41.394969,2.163820
053641,Madrid,Calle alcalá 153,Alcalá 153,,140000,15294.11,155294.11,120294.11,11383,31.95,18,575.1,"Carranza, Laura",09/17/2018,03/16/2019,Inactivo,"- Situada en una de las calles más apreciadas de Madrid, conocida por su alta actividad comercial. Elevado volumen de tráfico que garantiza una visibilidad perfecta y prolongada del emplazamiento. Frente a El Corte Inglés y a solo un minuto caminando de la estación de metro de Goya, los alrededores del emplazamiento presentan un alto tráfico peatonal. En el entorno  de la ubicación se encuentran varias marcas conocidas como Intimissimi, Springfield, Bijou Brigitte, Lush y BodyBll. Frente a la megastore del centro Media Markt más popular de Madrid.
- ",35000,402531.000000,34029.920000
048221,Madrid,,Avenida de América 51 - Entrada Aeropuerto,,895769,53846,949615,725672.75,0,10,8,80,"Arrogante, Juanjo Martinez",09/01/2014,08/31/2019,Inactivo,- .,0,0.000000,0.000000
054051,Madrid,Calle Alcalá 35,Calle Alcalá 35,,70000,9530,79530,62030,7140,20,16.5,330,"Carranza, Laura",12/03/2018,04/30/2019,Inactivo,"- Emplazamiento situado en el centro de la Capital, rodeada de edificios históricos como el Círculo de Bellas Artes. Esta zona es de enorme atracción turística al encontrase en ella el Banco de España o el instituto Cervantes, así como Teatros y dos de los museos más conocidos internacionalmente, como el Museo del Prado y Museo Thyssen. Atrae a público de todas las edades, por sus bares, lo que la convierte en calle muy bulliciosa a cualquier hora del día. Muy visible tanto para el tráfico rodado como el peatonal ya que es obligado paso para los vehículos que vienen de fuera de la ciudad para trabajar en el centro y visible desde la famosa Fuente de Cibeles, donde forofos del fútbol sueñan con hacerse una foto, teniendo este emplazamiento como fondo de su instantánea",56712,402505.000000,34153.000000
055761,Madrid,Paseo de la Castellana 88,Castellana 88,,175000,13011.76,188011.76,144261.76,6105,21,19,399,"Carranza, Laura",10/01/2019,12/31/2019,Perdido (otra razon),"- Esta llamativa lona se encuentra en la parte alta del famoso Paseo de la Castellana, situado frente al Ministerio y muy cerca de la zona financiera de AZCA. Gran parte de la actividad empresarial madrileña se concentra en edificios de oficinas como la Torre Picasso o Torre Europa, lugar de encuentro de los empresarios madrileños de alto nivel. Muchas tiendas como H&M, Mango y Massimo Dutti, así como una gran variedad de bares y restaurantes de moda atraen a un público joven y rico. Además, dos de los principales centros comerciales, El Corte Inglés y Moda Shopping, garantizan un gran número de peatones y tráfico, atrayendo a los amantes de las marcas de lujo. El Paseo de la Castellana es una de las principales vías de comunicación de la ciudad que va de norte a sur, conectando la N-I con la N-V. Esta gran lona está situada en la ruta hacia el estadio Santiago Bernabeu, que atrae un gran volumen de tráfico, con gente de todo el mundo que quiere visitar el famoso estadio de fútbol del Real Madrid",70000,40.443010,-3.690940
054771,Madrid,,Cea Bermúdez 46 ,,120000,9000,129000,99000,3428,15.7,21,329.7,"Carranza, Laura",04/01/2019,08/05/2019,Inactivo,"- El emplazamiento está ubicado en un triángulo entre dos de las principales vías de acceso y salida de la ciudad, que registran un alto volumen de tráfico. Es un punto de encuentro para muchos jóvenes, ya que hay un gran número de escuelas y colegios mayores, donde estudiantes de toda España y del extranjero pasan su tiempo en los bares, gimnasios y discotecas que ofrece la zona. Muy cerca se encuentra la Calle Princesa, una de las calles comerciales más concurridas de Madrid y donde se localizan muchas de las cadenas de tiendas más importantes, como Zara, Intimissimi, Reebok o Calzedonia. El semáforo a la derecha delante de la lona, garantiza una larga visibilidad. Emplazamiento cercano al Tribunal Constitucional, hace que esta lona sea visualizada por otro tipo de público muy exigente con la restauración que ofrece el barrio, como Gobolem o Paolo. ",58621,40.439177,-3.711927
053691,Madrid,Fuencarral 77,Fuencarral 77,,55000,9411.76,64411.76,50661.76,3960,9.85,16.9,166.465,"Carranza, Laura",07/24/2018,05/31/2019,Inactivo,"- Emplazamiento situado en una de las calles más comerciales de Madrid. Visible por ser paso hacia la zona peatonal donde jóvenes muy dispares se reúnen para tomar algo o comprar en su tienda favorita como Mango, Subdued, Brownie, locales de ropa vintage o sitios donde hacerse un tatuaje.  En el corazón del famoso barrio de Chueca, lo convierte en una zona muy concurrida con una vibrante vida nocturna que atrae a una multitud joven y socialmente diversa de todos los géneros, ya que los bares y discotecas más cool de la ciudad se encuentran en la Plaza Barceló, o en el conocido barrio de Malasaña.",49800,40.425326,-3.700934
055461,Madrid,Madrid,Gran Vía 14,,180000,10941.17,190941.17,145941.17,9853,22.85,19.2,438.72,"Carranza, Laura",05/01/2019,07/06/2021,Inactivo,"- Este espectacular emplazamiento se encuentra en la avenida más famosa y vibrante de Madrid. Gran Via debe su encanto a sus bellos edificios, elegantes bares, tiendas de lujo como Loewe y famosas cadenas de moda como H&M, Mango y Zara. En esta concurrida calle se reúnen jóvenes, empresarios de alto nivel y personas entrando y saliendo de la ciudad. Con el segundo Primark más grande del mundo, este es el lugar donde encontraremos a un público joven y moderno. Este emplazamiento está rodeado de una gran variedad de negocios y hoteles y es perfectamente visible desde el conocido edificio Grassy, una relojería de lujo, que atrae a un grupo objetivo sofisticado y acaudalado. La calle que nunca duerme - gracias a la vibrante vida nocturna en esta zona, hay un gran volumen de tráfico peatonal día y noche. Tu lona será visible las 24 horas del día, durante toda la semana, lo que hace que sea imposible que se la pasen de largo ni los que van de compras, ni los noctámbulos o los conductores en su paseo desde Castellana al centro de la ciudad o saliendo de la ciudad con destino a la M-30 o a la N-VI",115000,40.419762,-3.699148
052421,Madrid,Gran Vía 18,Gran vía 18,,160000,18235.29,178235.29,138235.29,13403,38,18,684,"Carranza, Laura",09/09/2019,08/31/2020,Inactivo,"- Ubicado en pleno corazón de Madrid, este emplazamiento está en una de las calles más representativas de la ciudad. Rodeado de edificios singulares, bares, tiendas de lujo como Loewe, o tiendas españolas conocidas internacionalmente, hacen de este lugar un punto muy concurrido durante todo el día. Con una vibrante vida nocturna, con cines, musicales o teatros, esta gran lona será visible las 24 horas del día y va a ser imposible pasarla de largo.  Aunque esta calle está recientemente reformada y ha dado prioridad al peatón frente al vehículo, aún sigue habiendo mucho tráfico,  ya que es paso desde el Paseo del Prado al centro o para salir de la ciudad con destino a la M-30 o N-VI.",115000,40.419923,-3.699805
053911,Madrid,Gran Vía 29 ,Gran Vía 29 ,,285000,20588.23,305588.23,234338.23,15708,43.35,20.4,884.34,"Carranza, Laura",09/01/2019,05/31/2020,Inactivo,"- Este imponente emplazamiento, se encuentra en uno de los mejores espacios de Madrid. En el centro de la Capital, rodeado de edificios históricos como el de Telefónica o el primer McDonald’s que se abrió en la ciudad  y al lado de la famosa calle Fuencarral, donde se pueden encontrar tiendas tan variadas como el perfil de los peatones que la transitan. Enfrentada a la gran tienda de Primark, hace que sea altamente visualizada durante todo el día, ya que estas calles poseen una enorme afluencia de público.  Rodeada de cines y teatros, la vida nocturna es habitual todos los días de la semana. Todo este encanto convierte a esta ubicación en destino tanto para el turista como el local. También está capacitado de tráfico muy intenso al ser paso obligado para los vehículos que vienen de fuera de la ciudad con el fin de trabajar en el centro.",151000,40.419887,-3.702185
054661,Madrid,Marqués de Urquijo 2,Marqués de Urquijo 2,,170000,10300,180300,142970.58,8300,26,15,390,"Carranza, Laura",04/01/2019,07/15/2019,Inactivo,"- Este emplazamiento se encuentra en un barrio muy concurrido cerca del famoso Parque del Oeste, un parque de la ciudad con mucho tráfico peatonal todos los días, donde los lugareños, familias y turistas pueden pasear, relajarse o disfrutar de uno de los restaurantes más populares como la ""Casa de Valencia"". Muy cerca de uno de los distritos comerciales más concurridos de Madrid, la Calle de la Princesa, y frente a la cadena de tiendas El Corte Inglés, esta zona ofrece una variedad de oportunidades comerciales con tiendas famosas como Zara, Mango, Intimissimi, Salvador Bachiller o Massimo Dutti. Este abanico de opciones de moda,  numerosos bares, centros culturales y universidades privadas cercanas, atraen a los estudiantes y al público más joven de Madrid. Esta zona garantiza un alto tráfico ya que es una de las principales calles que da acceso a la ciudad desde la A6.
- ",69000,40.430691,-3.716595
051661,Madrid,,Palacio de la Prensa,,300000,44117.65,344117.65,269117.65,38556,63,28,1764,"Carranza, Laura",12/01/2019,11/30/2020,Inactivo,"- Espectacular y emblemático emplazamiento en Madrid
- Ubicado en la famosa Gran Vía, frente a  Callao y  perfectamente visible por los 3 carriles de tráfico, en ambos sentidos de la marcha.
- Goza de una altísima visibilidad, tanto peatonal, como de tráfico rodado gracias a las continuas retenciones sobretodo en horas punta.
- Más de 1.700.000 contactos / mes. Audiencia joven y moderna dado que en las cercanías del emplazamiento podemos encontrar numerosos centros comerciales y tiendas de moda y accesorios. 
- Gran Vía también es famosa por sus cines y teatros, donde se celebran numerosos eventos musicales internacionales de forma regular.
- La efervescente Gran Vía es uno de los lugares de shopping más importantes de la ciudad y alberga la mayor vida nocturna de
- las capitales europeas. 
- Día y noche, esta zona está siempre en movimiento.
- ",54410,40.420581,-3.705942
053671,Madrid,Francisco Rojas 2,Sagasta-Francisco Rojas 2,,80000,11529.41,91529.41,71529.41,8160,25,16,400,"Carranza, Laura",01/01/2019,06/30/2019,Inactivo,"- Emplazamiento situado en el barrio de Chamberi, en el centro de dos plazas muy concurridas por su oferta para la juventud en cuanto a bares y tiendas como Zara o Sfera. Enclave muy visible ya que está en una de las arterias principales que atraviesa Madrid de Norte a Sur. Con mucho tráfico en las horas punta. Es una zona muy aclamada sobre todo por la juventud pero también por los mayores que buscan una oferta de restauración exquisita como La Manduca de Azagra o tomar un café en el emblemático Café Comercial. A un paso de la famosa calle comercial Fuencarral y de la zona de Malasaña, altamente conocida y concurrida por las noches.",49754,40.428543,3.699298
054151,Madrid,Santa Engracia 19-21,Santa Engracia 19-21,,105000,15000,120000,93750,7160,30,18,540,"Carranza, Laura",12/01/2018,01/31/2019,Inactivo,"- Combinación de dos fachadas en la Calle Santa Engracia. A 200 m de Alonso Martínez, a 250 m de Plaza de Chamberí. Alto volumen de tráfico peatonal y vehicular. Zona de negocios y oficinas, además de institucional, Secretaría del Estado de Función Pública. Junto al instituto, frente a la comisaría, frente a la iglesia / convento de las salesas.En los alrededores se encuentran hoteles como el NH Madrid, Hotel Sardinero, a 400 m de AC Santo Mauro. Junto al Colegio de Farmacéuticos. Zona de ocio Alonso Martínez. Zona residencial de alto poder adquisitivo.",0,0.000000,0.000000
029881,Madrid,,Serrano 29,,26026,0,26026,26026,0,16,6,96,"Raabe, Tim",01/01/2006,12/31/2025,Público nivel interno,- asdf,0,0.000000,0.000000
054561,Madrid,Velázquez-Don Ramón de La Cruz 24,Velázquez-Don Ramón de La Cruz 24,,100000,8588.23,108588.23,83588.23,5814,19,13.5,256.5,"Carranza, Laura",04/01/2019,07/15/2019,Inactivo,"- Este llamativo lugar goza de una ubicación privilegiada en el distrito de Salamanca, uno de los barrios más representativos de Madrid. Es uno de los barrios más lujosos del centro de la ciudad, donde se pueden encontrar restaurantes, marcas de moda y tiendas asequibles sólo para unos pocos. Esta lona se encuentra en las proximidades de las calles Serrano y Velázquez, donde las víctimas de la moda encontrarán tiendas de diseño como Valentino, Chanel y Jimmy Choo.  También es el lugar donde conocerás a famosos influyentes paseando por las tiendas o pasando la noche en uno de los exclusivos bares y restaurantes. A la vuelta de la esquina se encuentran las principales calles comerciales Ortega y Gasset (Milla de Oro), la calle Goya y el Paseo de la Castellana y las tiendas más famosas para adolescentes, como Brownie o Nicoli. Esta zona también atrae a otro público, el amante del arte, por el elevado número de Galerías de Arte que se les ofrece. La parte alta de D. Ramón de la Cruz atrae a jóvenes y adultos con su vibrante vida nocturna y sus numerosos bares y restaurantes que proporcionan un gran volumen de tráfico tanto de día como de noche. El recinto es muy visible también para el tráfico rodado ya que esta calle, en su altura con la calle Velázquez, es el paso de la N-II.",49500,40.428968,-3.683548
027141,Sevilla,,Avda. Menendez Pelayo - Puerta de la Carne,,1,0,1,1,0,10,10,100,"Raabe, Tim",10/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
019831,Sevilla,,Dummy site 4,,1,0,1,1,0,10,10,100,"Raabe, Tim",03/01/2004,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
023171,Sevilla,,Kansas,,1,0,1,1,0,10,10,100,"Raabe, Tim",02/01/2005,12/31/2026,Público nivel interno,- .,0,0.000000,0.000000
